16246	84217
376	41	1.0
13971	42	0.36363636363636365
14121	42	0.09090909090909091
16138	42	0.45454545454545453
16196	42	0.09090909090909091
2557	43	0.16666666666666666
2941	43	0.16666666666666666
8063	43	0.5
11549	43	0.16666666666666666
872	44	0.08333333333333333
2946	44	0.08333333333333333
6051	44	0.08333333333333333
6734	44	0.08333333333333333
6969	44	0.08333333333333333
7587	44	0.08333333333333333
8186	44	0.08333333333333333
8322	44	0.08333333333333333
8849	44	0.08333333333333333
9964	44	0.08333333333333333
11378	44	0.08333333333333333
13399	44	0.08333333333333333
1086	45	0.3333333333333333
6556	45	0.3333333333333333
8199	45	0.3333333333333333
10	46	0.125
831	46	0.125
1762	46	0.125
2713	46	0.125
3298	46	0.125
7213	46	0.125
8928	46	0.125
11183	46	0.125
505	47	0.05555555555555555
2109	47	0.05555555555555555
2759	47	0.05555555555555555
3211	47	0.05555555555555555
3256	47	0.05555555555555555
3762	47	0.05555555555555555
4379	47	0.05555555555555555
6960	47	0.05555555555555555
9857	47	0.05555555555555555
11075	47	0.05555555555555555
11423	47	0.05555555555555555
11777	47	0.1111111111111111
13030	47	0.2777777777777778
31	48	0.8
3555	48	0.2
11453	50	0.5
15883	50	0.5
191	51	0.2222222222222222
688	51	0.1111111111111111
1908	51	0.1111111111111111
2844	51	0.1111111111111111
5106	51	0.1111111111111111
9101	51	0.1111111111111111
10091	51	0.1111111111111111
16138	51	0.1111111111111111
292	52	0.8
9587	52	0.2
4575	54	0.16666666666666666
5035	54	0.16666666666666666
8186	54	0.5
12921	54	0.16666666666666666
7910	55	0.5
8083	55	0.5
10484	56	1.0
5360	57	0.25
6766	57	0.25
11297	57	0.25
15764	57	0.25
2892	58	0.07142857142857142
3640	58	0.07142857142857142
7245	58	0.42857142857142855
7427	58	0.07142857142857142
8547	58	0.07142857142857142
10118	58	0.07142857142857142
15281	58	0.21428571428571427
1049	60	0.05263157894736842
1336	60	0.05263157894736842
1762	60	0.05263157894736842
2179	60	0.05263157894736842
2316	60	0.05263157894736842
3298	60	0.05263157894736842
3480	60	0.05263157894736842
3766	60	0.05263157894736842
3903	60	0.05263157894736842
5308	60	0.05263157894736842
6528	60	0.05263157894736842
8397	60	0.05263157894736842
8817	60	0.05263157894736842
11788	60	0.05263157894736842
12672	60	0.10526315789473684
14604	60	0.05263157894736842
15084	60	0.05263157894736842
15917	60	0.05263157894736842
124	62	0.2
12105	62	0.8
1135	63	0.16666666666666666
1538	63	0.16666666666666666
1674	63	0.3333333333333333
3843	63	0.16666666666666666
7136	63	0.16666666666666666
390	64	0.05
858	64	0.05
1183	64	0.05
1234	64	0.05
1249	64	0.05
3761	64	0.15
5310	64	0.05
6416	64	0.05
7188	64	0.05
8687	64	0.05
11098	64	0.05
11145	64	0.15
11630	64	0.05
12223	64	0.05
16071	64	0.1
4121	65	0.25
5563	65	0.25
10202	65	0.25
15887	65	0.25
11768	66	1.0
3590	68	0.8333333333333334
16208	68	0.16666666666666666
495	71	0.046511627906976744
2891	71	0.046511627906976744
3702	71	0.023255813953488372
4069	71	0.023255813953488372
4710	71	0.023255813953488372
6012	71	0.3953488372093023
6969	71	0.046511627906976744
7502	71	0.023255813953488372
8298	71	0.023255813953488372
9400	71	0.046511627906976744
12106	71	0.023255813953488372
12599	71	0.023255813953488372
12968	71	0.023255813953488372
14058	71	0.023255813953488372
14127	71	0.06976744186046512
15883	71	0.13953488372093023
4022	72	0.23076923076923078
4245	72	0.15384615384615385
16150	72	0.6153846153846154
4175	73	0.125
7502	73	0.125
8587	73	0.125
9454	73	0.125
12599	73	0.125
12628	73	0.125
13021	73	0.125
15883	73	0.125
1221	74	0.05555555555555555
2284	74	0.05555555555555555
2520	74	0.05555555555555555
3480	74	0.05555555555555555
5418	74	0.05555555555555555
6491	74	0.05555555555555555
7026	74	0.1111111111111111
8397	74	0.05555555555555555
11808	74	0.05555555555555555
13137	74	0.3888888888888889
15420	74	0.05555555555555555
898	75	0.0625
3480	75	0.0625
4303	75	0.0625
4390	75	0.0625
4878	75	0.0625
6901	75	0.125
10091	75	0.0625
10979	75	0.0625
12120	75	0.0625
12660	75	0.0625
14453	75	0.0625
14604	75	0.125
15824	75	0.0625
15911	75	0.0625
1480	76	0.09090909090909091
1594	76	0.09090909090909091
1674	76	0.09090909090909091
3355	76	0.09090909090909091
4022	76	0.09090909090909091
4256	76	0.18181818181818182
12052	76	0.09090909090909091
12418	76	0.09090909090909091
12935	76	0.09090909090909091
13880	76	0.09090909090909091
7403	77	0.16666666666666666
7691	77	0.16666666666666666
8834	77	0.16666666666666666
8849	77	0.16666666666666666
8906	77	0.16666666666666666
10935	77	0.16666666666666666
1374	78	0.5
12672	78	0.5
1983	79	0.25
3183	79	0.08333333333333333
4304	79	0.08333333333333333
6156	79	0.4166666666666667
11296	79	0.08333333333333333
14837	79	0.08333333333333333
1792	80	0.021739130434782608
3321	80	0.021739130434782608
3391	80	0.021739130434782608
4022	80	0.043478260869565216
8430	80	0.021739130434782608
10113	80	0.021739130434782608
10571	80	0.021739130434782608
11391	80	0.021739130434782608
12038	80	0.1956521739130435
12394	80	0.021739130434782608
12672	80	0.043478260869565216
12935	80	0.021739130434782608
13137	80	0.021739130434782608
13387	80	0.08695652173913043
13476	80	0.021739130434782608
14539	80	0.3695652173913043
15193	80	0.021739130434782608
13931	81	1.0
5221	82	0.3333333333333333
8091	82	0.3333333333333333
12919	82	0.3333333333333333
571	83	0.3333333333333333
9252	83	0.3333333333333333
15398	83	0.3333333333333333
2615	84	0.2
2775	84	0.2
4022	84	0.6
844	85	0.07692307692307693
1104	85	0.23076923076923078
2446	85	0.07692307692307693
2851	85	0.07692307692307693
6792	85	0.15384615384615385
9291	85	0.15384615384615385
9958	85	0.07692307692307693
14489	85	0.07692307692307693
15897	85	0.07692307692307693
3555	87	0.07692307692307693
5563	87	0.07692307692307693
10349	87	0.5384615384615384
10492	87	0.07692307692307693
13094	87	0.07692307692307693
13476	87	0.07692307692307693
14900	87	0.07692307692307693
415	91	0.16666666666666666
4630	91	0.16666666666666666
5030	91	0.16666666666666666
5390	91	0.3333333333333333
11017	91	0.16666666666666666
16013	92	1.0
5087	93	0.1
11213	93	0.6
15606	93	0.3
1049	95	0.25
1908	95	0.25
15312	95	0.25
16146	95	0.25
198	99	0.024390243902439025
856	99	0.012195121951219513
2407	99	0.012195121951219513
2520	99	0.2926829268292683
2941	99	0.024390243902439025
3107	99	0.04878048780487805
3323	99	0.012195121951219513
3353	99	0.04878048780487805
3409	99	0.012195121951219513
3968	99	0.012195121951219513
4967	99	0.012195121951219513
4975	99	0.012195121951219513
5308	99	0.012195121951219513
5371	99	0.012195121951219513
7026	99	0.08536585365853659
7872	99	0.012195121951219513
8314	99	0.012195121951219513
8659	99	0.07317073170731707
9047	99	0.06097560975609756
9542	99	0.012195121951219513
9688	99	0.012195121951219513
10225	99	0.012195121951219513
10530	99	0.012195121951219513
10784	99	0.024390243902439025
11505	99	0.024390243902439025
12465	99	0.012195121951219513
12779	99	0.024390243902439025
13137	99	0.012195121951219513
13476	99	0.04878048780487805
16146	99	0.012195121951219513
2599	100	0.125
7427	100	0.125
9818	100	0.625
13531	100	0.125
198	101	0.25
5758	101	0.25
11808	101	0.25
13563	101	0.25
10	102	0.09090909090909091
1588	102	0.09090909090909091
1785	102	0.09090909090909091
5079	102	0.09090909090909091
6528	102	0.09090909090909091
6575	102	0.09090909090909091
8938	102	0.09090909090909091
11050	102	0.18181818181818182
15747	102	0.18181818181818182
1393	103	0.5
15479	103	0.5
7979	104	0.25
11830	104	0.25
15917	104	0.5
1672	105	0.2
2938	105	0.1
3102	105	0.1
8311	105	0.3
8569	105	0.1
15984	105	0.2
4409	106	0.3333333333333333
7427	106	0.3333333333333333
10276	106	0.3333333333333333
1302	107	0.3333333333333333
5720	107	0.3333333333333333
9731	107	0.3333333333333333
2379	108	1.0
5514	112	0.2
8369	112	0.2
9768	112	0.2
13681	112	0.2
14735	112	0.2
1049	114	0.3333333333333333
4823	114	0.6666666666666666
872	116	0.125
6969	116	0.125
8298	116	0.125
10609	116	0.25
12106	116	0.125
12599	116	0.125
15883	116	0.125
5711	117	0.3333333333333333
8397	117	0.3333333333333333
11808	117	0.3333333333333333
11205	118	1.0
14282	119	0.5
14796	119	0.5
2211	120	0.16666666666666666
3391	120	0.16666666666666666
5127	120	0.16666666666666666
5387	120	0.16666666666666666
6172	120	0.16666666666666666
7026	120	0.16666666666666666
4049	121	1.0
1049	122	0.3333333333333333
4823	122	0.16666666666666666
9187	122	0.16666666666666666
11788	122	0.16666666666666666
13137	122	0.16666666666666666
5107	123	1.0
1049	124	1.0
73	125	0.034482758620689655
1447	125	0.06896551724137931
3702	125	0.06896551724137931
5064	125	0.034482758620689655
8587	125	0.034482758620689655
12178	125	0.034482758620689655
12628	125	0.41379310344827586
13021	125	0.034482758620689655
13867	125	0.2413793103448276
15958	125	0.034482758620689655
3590	126	0.3333333333333333
3859	126	0.1111111111111111
7764	126	0.1111111111111111
10351	126	0.1111111111111111
13094	126	0.1111111111111111
16208	126	0.2222222222222222
1049	128	0.4
1730	128	0.2
2316	128	0.2
13137	128	0.2
3095	129	0.2
4022	129	0.2
4415	129	0.2
6575	129	0.2
8259	129	0.2
3590	130	0.3333333333333333
5127	130	0.3333333333333333
7303	130	0.3333333333333333
688	131	0.09090909090909091
2520	131	0.09090909090909091
2851	131	0.2727272727272727
4368	131	0.09090909090909091
7259	131	0.09090909090909091
9176	131	0.09090909090909091
10280	131	0.09090909090909091
10461	131	0.09090909090909091
16150	131	0.09090909090909091
2164	132	0.2
2179	132	0.2
3068	132	0.2
9047	132	0.2
12494	132	0.2
16	133	0.05555555555555555
1084	133	0.05555555555555555
1112	133	0.05555555555555555
2713	133	0.05555555555555555
4018	133	0.05555555555555555
4022	133	0.05555555555555555
5425	133	0.05555555555555555
5442	133	0.1111111111111111
6575	133	0.2222222222222222
7245	133	0.05555555555555555
9371	133	0.05555555555555555
10226	133	0.05555555555555555
11622	133	0.05555555555555555
11640	133	0.05555555555555555
4771	134	1.0
3323	135	0.5
10509	135	0.5
3070	136	0.125
4175	136	0.125
4291	136	0.25
7709	136	0.125
12599	136	0.25
15883	136	0.125
4022	137	1.0
397	138	0.5
1672	138	0.5
1049	139	0.09090909090909091
1402	139	0.09090909090909091
1513	139	0.09090909090909091
3011	139	0.18181818181818182
4022	139	0.09090909090909091
6713	139	0.09090909090909091
9717	139	0.09090909090909091
11680	139	0.09090909090909091
12660	139	0.09090909090909091
14604	139	0.09090909090909091
1672	141	0.2
2640	141	0.1
2938	141	0.1
4245	141	0.1
12018	141	0.1
12264	141	0.1
14908	141	0.1
16138	141	0.2
3419	143	0.2857142857142857
3590	143	0.42857142857142855
12601	143	0.2857142857142857
1734	144	0.125
3576	144	0.25
8318	144	0.125
11961	144	0.25
13667	144	0.25
2599	145	0.5
2941	145	0.5
2263	146	0.2
4823	146	0.2
12205	146	0.4
13931	146	0.2
2472	147	0.2222222222222222
4400	147	0.1111111111111111
8637	147	0.1111111111111111
9645	147	0.1111111111111111
10459	147	0.1111111111111111
10688	147	0.1111111111111111
10694	147	0.1111111111111111
15891	147	0.1111111111111111
1792	148	0.16666666666666666
2190	148	0.3333333333333333
2713	148	0.16666666666666666
3095	148	0.16666666666666666
9717	148	0.16666666666666666
688	149	0.058823529411764705
921	149	0.17647058823529413
1049	149	0.29411764705882354
2407	149	0.058823529411764705
4022	149	0.058823529411764705
4076	149	0.11764705882352941
4911	149	0.058823529411764705
6496	149	0.058823529411764705
6777	149	0.058823529411764705
14900	149	0.058823529411764705
10915	150	1.0
15872	151	1.0
2434	152	1.0
3733	153	1.0
2424	155	0.8
8303	155	0.2
13387	156	0.25
15609	156	0.75
831	157	0.08333333333333333
1049	157	0.4166666666666667
4823	157	0.16666666666666666
8516	157	0.08333333333333333
10091	157	0.08333333333333333
13137	157	0.08333333333333333
14282	157	0.08333333333333333
1908	158	0.4
2720	158	0.2
4402	158	0.2
7995	158	0.2
4398	159	0.14285714285714285
5569	159	0.7857142857142857
11511	159	0.07142857142857142
3353	160	0.14285714285714285
7026	160	0.14285714285714285
10091	160	0.14285714285714285
10283	160	0.14285714285714285
11549	160	0.14285714285714285
12676	160	0.14285714285714285
12779	160	0.14285714285714285
872	162	0.2
11075	162	0.4
13021	162	0.4
1766	164	0.1
8314	164	0.4
10091	164	0.1
13035	164	0.1
14796	164	0.1
15077	164	0.2
6289	165	0.25
7915	165	0.25
12582	165	0.25
14621	165	0.25
2775	166	0.5
16180	166	0.5
7110	167	1.0
1049	168	0.0625
1155	168	0.0625
2309	168	0.0625
2316	168	0.125
2713	168	0.0625
3298	168	0.0625
4823	168	0.0625
5638	168	0.0625
6528	168	0.0625
6959	168	0.0625
10078	168	0.0625
11050	168	0.0625
12418	168	0.0625
15045	168	0.0625
15218	168	0.0625
16	169	0.2
1762	169	0.2
2316	169	0.2
2713	169	0.2
14282	169	0.2
2425	170	0.25
3980	170	0.25
6528	170	0.25
13137	170	0.25
97	171	0.0449438202247191
442	171	0.011235955056179775
519	171	0.011235955056179775
854	171	0.011235955056179775
1016	171	0.011235955056179775
1501	171	0.011235955056179775
1662	171	0.011235955056179775
1983	171	0.02247191011235955
2571	171	0.033707865168539325
3210	171	0.011235955056179775
3411	171	0.011235955056179775
3430	171	0.011235955056179775
4692	171	0.011235955056179775
4791	171	0.011235955056179775
4805	171	0.011235955056179775
4828	171	0.011235955056179775
5082	171	0.02247191011235955
5472	171	0.011235955056179775
5614	171	0.011235955056179775
6428	171	0.011235955056179775
6809	171	0.011235955056179775
6901	171	0.02247191011235955
7203	171	0.011235955056179775
8107	171	0.056179775280898875
8272	171	0.011235955056179775
8369	171	0.011235955056179775
8936	171	0.02247191011235955
9104	171	0.011235955056179775
9187	171	0.02247191011235955
9420	171	0.011235955056179775
10054	171	0.011235955056179775
10082	171	0.011235955056179775
10349	171	0.011235955056179775
10444	171	0.056179775280898875
10484	171	0.011235955056179775
10823	171	0.011235955056179775
10966	171	0.02247191011235955
11296	171	0.011235955056179775
11676	171	0.011235955056179775
11692	171	0.011235955056179775
12540	171	0.011235955056179775
12762	171	0.011235955056179775
12935	171	0.0449438202247191
13188	171	0.011235955056179775
14189	171	0.011235955056179775
14301	171	0.02247191011235955
14453	171	0.011235955056179775
14497	171	0.02247191011235955
14536	171	0.011235955056179775
14539	171	0.02247191011235955
14621	171	0.02247191011235955
14837	171	0.011235955056179775
14900	171	0.011235955056179775
15014	171	0.011235955056179775
15045	171	0.011235955056179775
15102	171	0.011235955056179775
15254	171	0.011235955056179775
15277	171	0.011235955056179775
15420	171	0.0449438202247191
15985	171	0.011235955056179775
1634	172	0.2
3291	172	0.2
4823	172	0.4
10571	172	0.2
3634	173	1.0
1049	174	0.625
4823	174	0.125
10091	174	0.25
923	175	0.5
14797	175	0.5
831	176	0.2
2820	176	0.2
6556	176	0.2
10776	176	0.2
11788	176	0.2
5682	177	1.0
15917	178	1.0
191	180	0.5
16013	180	0.25
16138	180	0.25
764	182	0.25
3034	182	0.25
3391	182	0.25
8293	182	0.25
3323	183	1.0
7611	184	0.3333333333333333
12414	184	0.6666666666666666
11710	185	1.0
2557	186	1.0
31	187	0.012345679012345678
838	187	0.024691358024691357
1039	187	0.012345679012345678
1049	187	0.012345679012345678
1451	187	0.024691358024691357
1618	187	0.012345679012345678
1634	187	0.024691358024691357
1684	187	0.012345679012345678
1810	187	0.012345679012345678
1966	187	0.012345679012345678
2024	187	0.012345679012345678
2245	187	0.024691358024691357
2418	187	0.012345679012345678
2599	187	0.024691358024691357
2912	187	0.012345679012345678
2941	187	0.012345679012345678
3160	187	0.024691358024691357
3223	187	0.012345679012345678
3226	187	0.012345679012345678
3323	187	0.012345679012345678
3391	187	0.012345679012345678
3555	187	0.012345679012345678
3968	187	0.012345679012345678
4022	187	0.037037037037037035
4235	187	0.024691358024691357
4361	187	0.012345679012345678
4390	187	0.024691358024691357
4511	187	0.012345679012345678
4677	187	0.012345679012345678
4953	187	0.012345679012345678
5308	187	0.012345679012345678
5401	187	0.012345679012345678
5418	187	0.024691358024691357
5563	187	0.012345679012345678
5614	187	0.012345679012345678
5758	187	0.012345679012345678
5792	187	0.037037037037037035
6251	187	0.012345679012345678
6298	187	0.012345679012345678
7008	187	0.012345679012345678
7561	187	0.012345679012345678
8193	187	0.012345679012345678
9094	187	0.012345679012345678
9716	187	0.012345679012345678
9835	187	0.012345679012345678
9907	187	0.012345679012345678
10272	187	0.012345679012345678
10349	187	0.012345679012345678
10530	187	0.012345679012345678
11039	187	0.012345679012345678
11215	187	0.012345679012345678
11808	187	0.012345679012345678
12436	187	0.07407407407407407
12494	187	0.012345679012345678
12676	187	0.012345679012345678
12683	187	0.024691358024691357
13073	187	0.012345679012345678
14450	187	0.012345679012345678
14747	187	0.012345679012345678
14796	187	0.012345679012345678
15917	187	0.024691358024691357
9161	188	0.5
9674	188	0.5
2633	189	0.09090909090909091
3391	189	0.18181818181818182
4022	189	0.09090909090909091
6482	189	0.09090909090909091
10091	189	0.18181818181818182
10484	189	0.09090909090909091
10686	189	0.09090909090909091
10688	189	0.09090909090909091
14796	189	0.09090909090909091
1963	190	0.5714285714285714
14900	190	0.42857142857142855
5106	191	0.6666666666666666
6713	191	0.3333333333333333
1513	192	0.0625
2596	192	0.0625
5096	192	0.0625
5418	192	0.0625
7026	192	0.25
9047	192	0.0625
10185	192	0.0625
11307	192	0.0625
11962	192	0.0625
12038	192	0.0625
14275	192	0.0625
14454	192	0.0625
16150	192	0.0625
435	193	1.0
2260	194	0.125
2316	194	0.125
2713	194	0.125
3180	194	0.125
7350	194	0.125
9993	194	0.125
12618	194	0.125
15312	194	0.125
385	195	0.2
3034	195	0.2
4022	195	0.2
4823	195	0.2
8488	195	0.2
4296	196	0.5
14796	196	0.5
1049	197	0.09090909090909091
2013	197	0.09090909090909091
2316	197	0.09090909090909091
2425	197	0.09090909090909091
2738	197	0.09090909090909091
2820	197	0.09090909090909091
4823	197	0.09090909090909091
10333	197	0.09090909090909091
12052	197	0.09090909090909091
12668	197	0.09090909090909091
13137	197	0.09090909090909091
740	198	0.02857142857142857
2425	198	0.02857142857142857
2520	198	0.44285714285714284
2802	198	0.014285714285714285
3107	198	0.14285714285714285
3555	198	0.014285714285714285
4368	198	0.014285714285714285
4975	198	0.02857142857142857
5308	198	0.014285714285714285
7696	198	0.07142857142857142
7721	198	0.014285714285714285
8054	198	0.014285714285714285
10762	198	0.014285714285714285
11461	198	0.02857142857142857
11549	198	0.014285714285714285
11962	198	0.014285714285714285
13073	198	0.02857142857142857
13586	198	0.02857142857142857
14449	198	0.014285714285714285
15246	198	0.014285714285714285
15721	198	0.014285714285714285
4334	199	0.375
9701	199	0.125
10732	199	0.5
858	200	0.058823529411764705
2789	200	0.058823529411764705
3228	200	0.058823529411764705
3702	200	0.058823529411764705
5144	200	0.058823529411764705
5582	200	0.058823529411764705
6051	200	0.058823529411764705
7188	200	0.058823529411764705
8496	200	0.058823529411764705
8587	200	0.11764705882352941
9400	200	0.058823529411764705
11075	200	0.11764705882352941
12178	200	0.058823529411764705
13029	200	0.058823529411764705
15883	200	0.058823529411764705
828	201	0.08333333333333333
3194	201	0.5
3582	201	0.08333333333333333
7725	201	0.08333333333333333
9716	201	0.08333333333333333
10113	201	0.08333333333333333
11830	201	0.08333333333333333
2866	202	1.0
2941	203	0.14285714285714285
4076	203	0.14285714285714285
10202	203	0.2857142857142857
10349	203	0.14285714285714285
12661	203	0.14285714285714285
15863	203	0.14285714285714285
1015	204	0.3333333333333333
7451	204	0.3333333333333333
12401	204	0.3333333333333333
4186	205	0.2
5113	205	0.2
7678	205	0.4
10588	205	0.2
60	206	0.125
2820	206	0.125
3323	206	0.125
3980	206	0.125
4235	206	0.125
10784	206	0.125
11640	206	0.125
11962	206	0.125
1850	207	0.05555555555555555
2517	207	0.05555555555555555
2599	207	0.16666666666666666
3121	207	0.05555555555555555
3391	207	0.05555555555555555
3691	207	0.1111111111111111
11714	207	0.3333333333333333
11808	207	0.05555555555555555
12111	207	0.05555555555555555
15626	207	0.05555555555555555
5846	208	0.5
16166	208	0.5
10	209	0.01098901098901099
198	209	0.01098901098901099
480	209	0.01098901098901099
1355	209	0.01098901098901099
1792	209	0.03296703296703297
1908	209	0.01098901098901099
2164	209	0.02197802197802198
2179	209	0.03296703296703297
2245	209	0.01098901098901099
2316	209	0.01098901098901099
2425	209	0.01098901098901099
2437	209	0.01098901098901099
2520	209	0.02197802197802198
2802	209	0.01098901098901099
2987	209	0.01098901098901099
3011	209	0.01098901098901099
3107	209	0.01098901098901099
3321	209	0.01098901098901099
3480	209	0.01098901098901099
3751	209	0.03296703296703297
3831	209	0.01098901098901099
3980	209	0.01098901098901099
4087	209	0.03296703296703297
4235	209	0.01098901098901099
4346	209	0.01098901098901099
4500	209	0.01098901098901099
5008	209	0.01098901098901099
5079	209	0.01098901098901099
5308	209	0.02197802197802198
5390	209	0.02197802197802198
5418	209	0.01098901098901099
5442	209	0.01098901098901099
5548	209	0.01098901098901099
5695	209	0.01098901098901099
6094	209	0.01098901098901099
6575	209	0.01098901098901099
6879	209	0.01098901098901099
7026	209	0.02197802197802198
7305	209	0.01098901098901099
7710	209	0.01098901098901099
8068	209	0.01098901098901099
8397	209	0.01098901098901099
8498	209	0.01098901098901099
8928	209	0.01098901098901099
8938	209	0.01098901098901099
9116	209	0.01098901098901099
10053	209	0.01098901098901099
10249	209	0.01098901098901099
10461	209	0.01098901098901099
10784	209	0.02197802197802198
11549	209	0.01098901098901099
11788	209	0.01098901098901099
11830	209	0.01098901098901099
11962	209	0.01098901098901099
11974	209	0.01098901098901099
12625	209	0.01098901098901099
12660	209	0.01098901098901099
13137	209	0.12087912087912088
13817	209	0.01098901098901099
13931	209	0.01098901098901099
14282	209	0.01098901098901099
14454	209	0.01098901098901099
14544	209	0.01098901098901099
15398	209	0.01098901098901099
15747	209	0.01098901098901099
15917	209	0.01098901098901099
16146	209	0.01098901098901099
2991	210	0.16666666666666666
5418	210	0.16666666666666666
12732	210	0.16666666666666666
13931	210	0.5
3025	211	0.2
4022	211	0.2
5418	211	0.2
10225	211	0.4
11710	213	1.0
1557	215	0.25
3130	215	0.25
4334	215	0.25
11364	215	0.25
10188	216	1.0
917	218	0.5
10919	218	0.5
5443	219	1.0
2713	220	1.0
3353	221	0.14285714285714285
5111	221	0.14285714285714285
8316	221	0.14285714285714285
11218	221	0.14285714285714285
13137	221	0.14285714285714285
15218	221	0.14285714285714285
15312	221	0.14285714285714285
1049	222	0.16666666666666666
4823	222	0.16666666666666666
9902	222	0.16666666666666666
12418	222	0.16666666666666666
13137	222	0.3333333333333333
4022	223	0.3333333333333333
7305	223	0.3333333333333333
9717	223	0.3333333333333333
1368	224	0.16666666666666666
2316	224	0.16666666666666666
3480	224	0.16666666666666666
5225	224	0.16666666666666666
8397	224	0.16666666666666666
13931	224	0.16666666666666666
856	225	0.1
4823	225	0.3
6327	225	0.1
6988	225	0.2
8659	225	0.1
10468	225	0.1
11549	225	0.1
12599	226	1.0
8190	228	1.0
764	229	0.06666666666666667
2260	229	0.06666666666666667
2844	229	0.06666666666666667
2992	229	0.06666666666666667
3011	229	0.06666666666666667
3480	229	0.06666666666666667
4823	229	0.06666666666666667
5442	229	0.06666666666666667
6959	229	0.13333333333333333
10091	229	0.06666666666666667
13920	229	0.06666666666666667
14454	229	0.06666666666666667
15312	229	0.06666666666666667
15747	229	0.06666666666666667
2596	230	0.25
4987	230	0.25
11609	230	0.25
12423	230	0.25
3048	231	0.5
14282	231	0.5
31	232	0.125
965	232	0.25
2596	232	0.125
3576	232	0.125
11808	232	0.125
12779	232	0.125
13118	232	0.125
9078	234	1.0
2640	235	0.2
11146	235	0.4
12018	235	0.2
13779	235	0.2
1792	236	0.5
12672	236	0.5
1447	237	0.1
8522	237	0.3
12106	237	0.1
12548	237	0.2
12599	237	0.3
3040	238	0.1111111111111111
3622	238	0.1111111111111111
3965	238	0.1111111111111111
4695	238	0.1111111111111111
5113	238	0.3333333333333333
7678	238	0.1111111111111111
14954	238	0.1111111111111111
5762	239	0.5
6617	239	0.5
11714	240	1.0
742	241	0.2
2557	241	0.2
2720	241	0.2
11549	241	0.2
12494	241	0.2
12682	242	1.0
13568	243	1.0
179	244	0.25
4121	244	0.5
10349	244	0.25
2109	245	0.125
3256	245	0.125
4920	245	0.125
7279	245	0.125
9643	245	0.125
9964	245	0.125
11075	245	0.125
15339	245	0.125
410	246	0.5555555555555556
6446	246	0.1111111111111111
11041	246	0.1111111111111111
11378	246	0.1111111111111111
11423	246	0.1111111111111111
921	247	0.16666666666666666
1049	247	0.16666666666666666
4823	247	0.16666666666666666
8928	247	0.16666666666666666
11974	247	0.16666666666666666
13969	247	0.16666666666666666
3367	249	1.0
1451	251	0.5
1893	251	0.5
789	252	0.2
8484	252	0.2
13035	252	0.6
2424	253	0.5
8657	253	0.5
2517	254	0.3333333333333333
6254	254	0.3333333333333333
7307	254	0.16666666666666666
16003	254	0.16666666666666666
377	255	0.03125
1049	255	0.15625
2316	255	0.03125
2353	255	0.03125
3480	255	0.03125
