7848	28839
2380	90	0.42857142857142855
7710	90	0.2857142857142857
2380	91	1.0
376	92	0.3076923076923077
2380	92	0.07692307692307693
3237	92	0.6153846153846154
376	93	0.125
2380	93	0.125
3237	93	0.125
4296	93	0.625
7280	94	0.5
7358	94	0.5
2161	95	0.14285714285714285
2380	95	0.5714285714285714
3237	95	0.2857142857142857
125	96	0.02631578947368421
376	96	0.18421052631578946
1111	96	0.05263157894736842
2380	96	0.13157894736842105
3237	96	0.23684210526315788
4296	96	0.3684210526315789
528	97	0.8333333333333334
3237	97	0.16666666666666666
125	98	0.23529411764705882
376	98	0.058823529411764705
1111	98	0.17647058823529413
2380	98	0.4117647058823529
3237	98	0.058823529411764705
4296	98	0.058823529411764705
125	99	0.3333333333333333
528	99	0.1111111111111111
945	99	0.1111111111111111
2380	99	0.4444444444444444
125	100	0.2222222222222222
528	100	0.3333333333333333
2380	100	0.3333333333333333
7710	100	0.1111111111111111
4296	101	1.0
376	102	0.4117647058823529
2380	102	0.5294117647058824
3237	102	0.058823529411764705
376	103	0.6666666666666666
945	103	0.16666666666666666
1978	103	0.16666666666666666
2380	104	0.5
3237	104	0.4
4296	104	0.1
528	105	1.0
125	106	1.0
125	107	0.8
2380	107	0.2
125	108	0.3333333333333333
1487	108	0.1111111111111111
1745	108	0.1111111111111111
3000	108	0.1111111111111111
3237	108	0.3333333333333333
1487	109	0.16666666666666666
2380	109	0.16666666666666666
3237	109	0.6666666666666666
2380	110	0.6
3237	110	0.4
125	111	0.20512820512820512
945	111	0.07692307692307693
1111	111	0.05128205128205128
1487	111	0.10256410256410256
2380	111	0.3333333333333333
3237	111	0.15384615384615385
4296	111	0.07692307692307693
125	112	0.25
376	112	0.25
945	112	0.5
125	113	0.125
1978	113	0.125
2380	113	0.375
3237	113	0.25
7710	113	0.125
4296	114	1.0
376	115	1.0
945	116	0.16666666666666666
2380	116	0.5
3237	116	0.3333333333333333
376	117	0.3333333333333333
945	117	0.16666666666666666
2380	117	0.16666666666666666
3237	117	0.3333333333333333
125	118	0.25252525252525254
376	118	0.020202020202020204
528	118	0.030303030303030304
945	118	0.050505050505050504
1111	118	0.030303030303030304
1487	118	0.04040404040404041
2380	118	0.3333333333333333
3237	118	0.0707070707070707
7710	118	0.1717171717171717
125	119	0.16666666666666666
1978	119	0.16666666666666666
2380	119	0.5
3237	119	0.16666666666666666
125	120	0.2857142857142857
376	120	0.14285714285714285
7710	120	0.5714285714285714
2380	121	0.1111111111111111
3237	121	0.8888888888888888
1745	122	1.0
3237	123	1.0
125	124	0.2647058823529412
528	124	0.029411764705882353
945	124	0.08823529411764706
1745	124	0.029411764705882353
2380	124	0.4411764705882353
3000	124	0.058823529411764705
3237	124	0.058823529411764705
7710	124	0.029411764705882353
10	125	0.0011933174224343676
39	125	0.0011933174224343676
130	125	0.0011933174224343676
171	125	0.0011933174224343676
176	125	0.0011933174224343676
186	125	0.002386634844868735
213	125	0.0011933174224343676
259	125	0.0011933174224343676
265	125	0.0011933174224343676
272	125	0.0011933174224343676
289	125	0.0011933174224343676
322	125	0.0011933174224343676
380	125	0.0011933174224343676
414	125	0.002386634844868735
528	125	0.003579952267303103
542	125	0.002386634844868735
545	125	0.0011933174224343676
572	125	0.00477326968973747
584	125	0.0011933174224343676
652	125	0.002386634844868735
655	125	0.0011933174224343676
695	125	0.0011933174224343676
776	125	0.0011933174224343676
819	125	0.0011933174224343676
866	125	0.002386634844868735
880	125	0.00954653937947494
882	125	0.010739856801909307
915	125	0.0011933174224343676
922	125	0.002386634844868735
928	125	0.003579952267303103
944	125	0.003579952267303103
945	125	0.003579952267303103
953	125	0.011933174224343675
993	125	0.002386634844868735
994	125	0.008353221957040573
1020	125	0.0011933174224343676
1021	125	0.002386634844868735
1030	125	0.002386634844868735
1042	125	0.0011933174224343676
1068	125	0.0011933174224343676
1091	125	0.0011933174224343676
1111	125	0.0011933174224343676
1123	125	0.0011933174224343676
1152	125	0.0441527446300716
1169	125	0.002386634844868735
1172	125	0.003579952267303103
1218	125	0.00477326968973747
1235	125	0.0011933174224343676
1285	125	0.0011933174224343676
1324	125	0.003579952267303103
1356	125	0.0011933174224343676
1379	125	0.0011933174224343676
1381	125	0.002386634844868735
1391	125	0.00954653937947494
1395	125	0.0011933174224343676
1396	125	0.0011933174224343676
1436	125	0.003579952267303103
1450	125	0.0011933174224343676
1458	125	0.0011933174224343676
1464	125	0.0011933174224343676
1487	125	0.00477326968973747
1490	125	0.0011933174224343676
1492	125	0.0011933174224343676
1503	125	0.0011933174224343676
1507	125	0.0011933174224343676
1530	125	0.0011933174224343676
1534	125	0.0011933174224343676
1573	125	0.0011933174224343676
1574	125	0.002386634844868735
1611	125	0.0011933174224343676
1626	125	0.0011933174224343676
1633	125	0.002386634844868735
1638	125	0.0011933174224343676
1639	125	0.008353221957040573
1672	125	0.0011933174224343676
1682	125	0.0011933174224343676
1710	125	0.0011933174224343676
1713	125	0.0011933174224343676
1742	125	0.003579952267303103
1766	125	0.0011933174224343676
1777	125	0.0011933174224343676
1791	125	0.002386634844868735
1811	125	0.002386634844868735
1814	125	0.0011933174224343676
1821	125	0.0011933174224343676
1823	125	0.0011933174224343676
1825	125	0.0011933174224343676
1863	125	0.0011933174224343676
1898	125	0.0059665871121718375
1922	125	0.0011933174224343676
1925	125	0.0011933174224343676
1926	125	0.0011933174224343676
1928	125	0.002386634844868735
1933	125	0.0011933174224343676
1945	125	0.0011933174224343676
1986	125	0.003579952267303103
1998	125	0.00477326968973747
2017	125	0.0011933174224343676
2019	125	0.0011933174224343676
2094	125	0.0011933174224343676
2137	125	0.00477326968973747
2143	125	0.0011933174224343676
2150	125	0.003579952267303103
2153	125	0.0011933174224343676
2161	125	0.0011933174224343676
2169	125	0.003579952267303103
2215	125	0.0011933174224343676
2244	125	0.0011933174224343676
2267	125	0.0011933174224343676
2275	125	0.0011933174224343676
2291	125	0.002386634844868735
2299	125	0.0011933174224343676
2309	125	0.010739856801909307
2319	125	0.0011933174224343676
2325	125	0.002386634844868735
2327	125	0.002386634844868735
2328	125	0.0011933174224343676
2362	125	0.00477326968973747
2369	125	0.0011933174224343676
2380	125	0.04295942720763723
2389	125	0.00477326968973747
2393	125	0.0011933174224343676
2425	125	0.0011933174224343676
2450	125	0.0011933174224343676
2455	125	0.0011933174224343676
2476	125	0.0011933174224343676
2482	125	0.0011933174224343676
2489	125	0.0011933174224343676
2490	125	0.0011933174224343676
2541	125	0.0011933174224343676
2545	125	0.0011933174224343676
2553	125	0.0059665871121718375
2562	125	0.0011933174224343676
2591	125	0.0011933174224343676
2594	125	0.0011933174224343676
2693	125	0.0011933174224343676
2726	125	0.00477326968973747
2731	125	0.0011933174224343676
2765	125	0.002386634844868735
2909	125	0.0011933174224343676
2944	125	0.0059665871121718375
2993	125	0.022673031026252982
3001	125	0.007159904534606206
3004	125	0.0011933174224343676
3019	125	0.0011933174224343676
3020	125	0.002386634844868735
3054	125	0.0011933174224343676
3072	125	0.002386634844868735
3084	125	0.0011933174224343676
3090	125	0.0011933174224343676
3098	125	0.0011933174224343676
3103	125	0.007159904534606206
3105	125	0.0011933174224343676
3106	125	0.003579952267303103
3132	125	0.003579952267303103
3158	125	0.0011933174224343676
3160	125	0.00477326968973747
3164	125	0.011933174224343675
3166	125	0.0011933174224343676
3176	125	0.0011933174224343676
3190	125	0.002386634844868735
3192	125	0.0011933174224343676
3237	125	0.00477326968973747
3264	125	0.002386634844868735
3389	125	0.032219570405727926
3415	125	0.0011933174224343676
3424	125	0.0011933174224343676
3427	125	0.013126491646778043
3442	125	0.0011933174224343676
3462	125	0.0011933174224343676
3469	125	0.0011933174224343676
3539	125	0.0011933174224343676
3619	125	0.0059665871121718375
3625	125	0.0011933174224343676
3673	125	0.0011933174224343676
3734	125	0.002386634844868735
3736	125	0.0011933174224343676
3754	125	0.025059665871121718
3809	125	0.0011933174224343676
3858	125	0.0011933174224343676
3862	125	0.0011933174224343676
3864	125	0.0011933174224343676
3886	125	0.0011933174224343676
3987	125	0.002386634844868735
3995	125	0.0011933174224343676
4032	125	0.007159904534606206
4043	125	0.00477326968973747
4092	125	0.002386634844868735
4154	125	0.0011933174224343676
4170	125	0.002386634844868735
4172	125	0.0011933174224343676
4208	125	0.007159904534606206
4296	125	0.0011933174224343676
4312	125	0.0011933174224343676
4326	125	0.002386634844868735
4448	125	0.0011933174224343676
4453	125	0.0011933174224343676
4454	125	0.0011933174224343676
4565	125	0.0011933174224343676
4597	125	0.002386634844868735
4641	125	0.0011933174224343676
4763	125	0.0011933174224343676
4808	125	0.0011933174224343676
4829	125	0.0011933174224343676
4870	125	0.0011933174224343676
4872	125	0.003579952267303103
4893	125	0.0011933174224343676
4943	125	0.0011933174224343676
4944	125	0.003579952267303103
4994	125	0.0011933174224343676
5001	125	0.0011933174224343676
5057	125	0.0011933174224343676
5070	125	0.0011933174224343676
5090	125	0.0011933174224343676
5112	125	0.0011933174224343676
5121	125	0.0011933174224343676
5207	125	0.0011933174224343676
5214	125	0.002386634844868735
5235	125	0.0011933174224343676
5239	125	0.00477326968973747
5268	125	0.0011933174224343676
5286	125	0.010739856801909307
5288	125	0.0011933174224343676
5321	125	0.00477326968973747
5325	125	0.0011933174224343676
5335	125	0.0011933174224343676
5368	125	0.0011933174224343676
5397	125	0.0011933174224343676
5440	125	0.0011933174224343676
5475	125	0.003579952267303103
5505	125	0.014319809069212411
5533	125	0.0011933174224343676
5571	125	0.0011933174224343676
5597	125	0.0011933174224343676
5604	125	0.0011933174224343676
5640	125	0.002386634844868735
5704	125	0.007159904534606206
5721	125	0.0011933174224343676
5723	125	0.0011933174224343676
5734	125	0.0011933174224343676
5759	125	0.002386634844868735
5775	125	0.003579952267303103
5790	125	0.010739856801909307
5796	125	0.015513126491646777
5808	125	0.0011933174224343676
5838	125	0.002386634844868735
5839	125	0.0011933174224343676
5842	125	0.002386634844868735
5861	125	0.0011933174224343676
5869	125	0.003579952267303103
5948	125	0.0011933174224343676
6017	125	0.00954653937947494
6027	125	0.0011933174224343676
6091	125	0.0011933174224343676
6101	125	0.00477326968973747
6112	125	0.003579952267303103
6113	125	0.0011933174224343676
6116	125	0.0011933174224343676
6139	125	0.0011933174224343676
6141	125	0.0011933174224343676
6168	125	0.010739856801909307
6209	125	0.007159904534606206
6215	125	0.0011933174224343676
6240	125	0.0011933174224343676
6397	125	0.0011933174224343676
6425	125	0.002386634844868735
6434	125	0.00954653937947494
6471	125	0.0011933174224343676
6496	125	0.003579952267303103
6501	125	0.0011933174224343676
6530	125	0.002386634844868735
6546	125	0.0011933174224343676
6596	125	0.0011933174224343676
6597	125	0.002386634844868735
6598	125	0.002386634844868735
6607	125	0.00477326968973747
6613	125	0.007159904534606206
6614	125	0.0011933174224343676
6659	125	0.003579952267303103
6682	125	0.0011933174224343676
6698	125	0.0011933174224343676
6706	125	0.0011933174224343676
6708	125	0.003579952267303103
6781	125	0.0011933174224343676
6792	125	0.0059665871121718375
6855	125	0.0011933174224343676
6873	125	0.003579952267303103
6892	125	0.003579952267303103
7043	125	0.0011933174224343676
7074	125	0.0011933174224343676
7115	125	0.0011933174224343676
7160	125	0.011933174224343675
7170	125	0.00477326968973747
7207	125	0.0059665871121718375
7243	125	0.003579952267303103
7247	125	0.002386634844868735
7258	125	0.0011933174224343676
7266	125	0.0011933174224343676
7339	125	0.0011933174224343676
7350	125	0.002386634844868735
7352	125	0.0011933174224343676
7383	125	0.0011933174224343676
7417	125	0.0011933174224343676
7426	125	0.0011933174224343676
7427	125	0.0011933174224343676
7428	125	0.003579952267303103
7467	125	0.002386634844868735
7476	125	0.003579952267303103
7487	125	0.0011933174224343676
7506	125	0.003579952267303103
7523	125	0.002386634844868735
7536	125	0.0011933174224343676
7557	125	0.003579952267303103
7588	125	0.0011933174224343676
7600	125	0.0011933174224343676
7606	125	0.0011933174224343676
7710	125	0.031026252983293555
7721	125	0.0011933174224343676
7731	125	0.002386634844868735
7733	125	0.0011933174224343676
7783	125	0.008353221957040573
7808	125	0.002386634844868735
125	126	0.11363636363636363
945	126	0.022727272727272728
1487	126	0.022727272727272728
2380	126	0.75
3000	126	0.022727272727272728
3237	126	0.06818181818181818
125	127	0.14285714285714285
376	127	0.14285714285714285
2380	127	0.14285714285714285
3237	127	0.5714285714285714
3237	128	1.0
125	129	0.325
376	129	0.025
1978	129	0.025
2380	129	0.25
3000	129	0.225
3237	129	0.15
125	130	0.3125
2380	130	0.1875
3237	130	0.0625
7710	130	0.4375
1978	131	0.14285714285714285
2380	131	0.8571428571428571
2380	132	1.0
376	133	0.7333333333333333
3237	133	0.26666666666666666
376	134	0.7142857142857143
2380	134	0.2857142857142857
125	135	0.2413793103448276
528	135	0.06896551724137931
2380	135	0.3103448275862069
3000	135	0.034482758620689655
3237	135	0.06896551724137931
7710	135	0.27586206896551724
125	136	0.09090909090909091
945	136	0.09090909090909091
1745	136	0.09090909090909091
2380	136	0.45454545454545453
3237	136	0.2727272727272727
376	137	1.0
376	138	0.027777777777777776
945	138	0.08333333333333333
2380	138	0.5277777777777778
3237	138	0.3611111111111111
376	139	0.6
4296	139	0.4
125	140	0.14285714285714285
376	140	0.42857142857142855
2380	140	0.14285714285714285
3237	140	0.2857142857142857
125	141	0.5714285714285714
2380	141	0.14285714285714285
3237	141	0.2857142857142857
376	142	0.14285714285714285
945	142	0.14285714285714285
3237	142	0.7142857142857143
125	143	0.045454545454545456
376	143	0.11363636363636363
528	143	0.022727272727272728
945	143	0.09090909090909091
1901	143	0.022727272727272728
2161	143	0.022727272727272728
2380	143	0.38636363636363635
3000	143	0.045454545454545456
3237	143	0.20454545454545456
4296	143	0.022727272727272728
7710	143	0.022727272727272728
125	144	0.06666666666666667
376	144	0.2833333333333333
528	144	0.03333333333333333
945	144	0.016666666666666666
1111	144	0.016666666666666666
1487	144	0.016666666666666666
2380	144	0.16666666666666666
3237	144	0.31666666666666665
4296	144	0.06666666666666667
7710	144	0.016666666666666666
376	145	0.16666666666666666
3000	145	0.16666666666666666
3237	145	0.16666666666666666
4296	145	0.3333333333333333
7710	145	0.16666666666666666
2380	146	0.125
3237	146	0.75
7710	146	0.125
3237	147	1.0
125	148	0.1388888888888889
945	148	0.05555555555555555
1111	148	0.027777777777777776
2380	148	0.7777777777777778
528	149	0.1
945	149	0.1
1487	149	0.1
2161	149	0.1
2380	149	0.4
7710	149	0.2
125	150	0.4
1111	150	0.2
2380	150	0.4
125	151	0.14285714285714285
376	151	0.5
3237	151	0.35714285714285715
3237	152	1.0
125	153	0.07142857142857142
376	153	0.07142857142857142
1111	153	0.07142857142857142
1487	153	0.07142857142857142
2380	153	0.5714285714285714
3237	153	0.07142857142857142
4296	153	0.07142857142857142
1745	154	0.6
3237	154	0.4
528	156	0.2
2380	156	0.4
3237	156	0.2
4296	156	0.2
528	157	0.5
2380	157	0.25
3237	157	0.25
945	158	0.08333333333333333
2380	158	0.3333333333333333
3237	158	0.16666666666666666
4296	158	0.4166666666666667
2380	159	0.8
3000	159	0.2
2380	160	0.6
3237	160	0.4
528	161	0.2857142857142857
2380	161	0.7142857142857143
125	162	0.125
1111	162	0.0625
2380	162	0.125
3000	162	0.625
3237	162	0.0625
528	163	0.375
7710	163	0.625
125	164	0.25
376	164	0.05
528	164	0.05
945	164	0.06666666666666667
1111	164	0.05
1745	164	0.1
2161	164	0.016666666666666666
2380	164	0.13333333333333333
3237	164	0.25
7710	164	0.03333333333333333
1487	165	0.2857142857142857
1745	165	0.2857142857142857
2380	165	0.42857142857142855
125	166	0.14285714285714285
2380	166	0.2857142857142857
3237	166	0.42857142857142855
4296	166	0.14285714285714285
376	167	0.14285714285714285
3000	167	0.14285714285714285
3237	167	0.7142857142857143
945	168	0.16666666666666666
2380	168	0.6666666666666666
3237	168	0.16666666666666666
125	169	0.20689655172413793
528	169	0.1724137931034483
1745	169	0.06896551724137931
2380	169	0.5517241379310345
528	170	0.16666666666666666
2380	170	0.16666666666666666
3237	170	0.16666666666666666
7710	170	0.5
125	171	0.6666666666666666
1978	171	0.3333333333333333
125	172	0.16666666666666666
528	172	0.8333333333333334
125	173	1.0
376	174	0.07692307692307693
2380	174	0.5384615384615384
3237	174	0.38461538461538464
125	175	0.06666666666666667
1111	175	0.2
2380	175	0.7333333333333333
945	176	0.11627906976744186
1487	176	0.13953488372093023
1745	176	0.46511627906976744
2380	176	0.27906976744186046
1111	177	0.2
1745	177	0.2
2380	177	0.4
3237	177	0.2
2380	178	0.2
3237	178	0.8
125	179	0.05263157894736842
945	179	0.05263157894736842
1745	179	0.02631578947368421
2380	179	0.7894736842105263
3237	179	0.05263157894736842
7710	179	0.02631578947368421
125	180	0.1111111111111111
376	180	0.2222222222222222
2380	180	0.1111111111111111
3000	180	0.1111111111111111
3237	180	0.3333333333333333
4296	180	0.1111111111111111
3237	181	1.0
125	182	0.3333333333333333
376	182	0.16666666666666666
2380	182	0.3333333333333333
3237	182	0.16666666666666666
4296	183	1.0
125	184	0.09090909090909091
945	184	0.09090909090909091
1111	184	0.18181818181818182
3237	184	0.36363636363636365
4296	184	0.09090909090909091
7710	184	0.18181818181818182
1111	185	0.2
2161	185	0.2
2380	185	0.4
7710	185	0.2
125	186	0.6137931034482759
945	186	0.06206896551724138
1487	186	0.006896551724137931
1978	186	0.006896551724137931
2380	186	0.2206896551724138
3237	186	0.06206896551724138
7710	186	0.027586206896551724
125	187	0.2
528	187	0.2
2380	187	0.2
3237	187	0.2
7710	187	0.2
125	188	0.375
945	188	0.25
2380	188	0.125
4296	188	0.25
2380	189	0.6
7710	189	0.4
376	190	0.8888888888888888
2380	190	0.1111111111111111
125	191	0.15384615384615385
945	191	0.07692307692307693
2380	191	0.46153846153846156
3237	191	0.23076923076923078
7710	191	0.07692307692307693
3237	192	1.0
376	193	0.16666666666666666
945	193	0.07407407407407407
1111	193	0.037037037037037035
1901	193	0.037037037037037035
2380	193	0.16666666666666666
3000	193	0.018518518518518517
3237	193	0.3888888888888889
4296	193	0.1111111111111111
125	194	0.007462686567164179
376	194	0.05970149253731343
2380	194	0.029850746268656716
3000	194	0.007462686567164179
3237	194	0.8805970149253731
4296	194	0.014925373134328358
125	195	0.14285714285714285
945	195	0.14285714285714285
2380	195	0.42857142857142855
3237	195	0.2857142857142857
125	196	0.42857142857142855
376	196	0.14285714285714285
2380	196	0.42857142857142855
125	197	0.09090909090909091
2380	197	0.6363636363636364
3000	197	0.09090909090909091
3237	197	0.09090909090909091
7710	197	0.09090909090909091
376	198	1.0
376	199	0.2
2380	199	0.8
4296	200	1.0
528	201	0.18181818181818182
2380	201	0.2727272727272727
3237	201	0.2727272727272727
7710	201	0.2727272727272727
125	202	0.14285714285714285
2380	202	0.14285714285714285
3237	202	0.7142857142857143
125	203	0.3333333333333333
2380	203	0.6666666666666666
125	204	0.03225806451612903
1487	204	0.03225806451612903
2380	204	0.5806451612903226
3237	204	0.3548387096774194
125	205	0.4
1487	205	0.2
3237	205	0.4
125	206	0.03571428571428571
1111	206	0.03571428571428571
2380	206	0.7857142857142857
3000	206	0.03571428571428571
3237	206	0.07142857142857142
7710	206	0.03571428571428571
3237	207	1.0
125	208	0.16666666666666666
376	208	0.3333333333333333
945	208	0.16666666666666666
1487	208	0.16666666666666666
2380	208	0.16666666666666666
1745	209	1.0
125	210	0.06666666666666667
376	210	0.03333333333333333
528	210	0.03333333333333333
945	210	0.06666666666666667
1111	210	0.03333333333333333
1745	210	0.06666666666666667
2380	210	0.5333333333333333
3237	210	0.13333333333333333
7710	210	0.03333333333333333
945	211	0.3333333333333333
2380	211	0.3333333333333333
3000	211	0.3333333333333333
3237	212	1.0
125	213	0.08333333333333333
1745	213	0.08333333333333333
2380	213	0.5833333333333334
3000	213	0.08333333333333333
3237	213	0.16666666666666666
125	214	0.14285714285714285
528	214	0.42857142857142855
2380	214	0.42857142857142855
3237	215	1.0
376	216	0.14285714285714285
2380	216	0.5714285714285714
3237	216	0.2857142857142857
528	217	0.125
1487	217	0.125
1745	217	0.25
2380	217	0.5
125	218	0.14285714285714285
945	218	0.2857142857142857
1111	218	0.14285714285714285
2380	218	0.42857142857142855
125	219	0.1875
376	219	0.0625
1111	219	0.125
1745	219	0.0625
2380	219	0.5
3000	219	0.0625
528	220	0.05263157894736842
945	220	0.47368421052631576
1487	220	0.10526315789473684
2380	220	0.3157894736842105
4296	220	0.05263157894736842
125	221	0.16666666666666666
376	221	0.8333333333333334
125	222	0.09090909090909091
2380	222	0.8181818181818182
7710	222	0.09090909090909091
528	223	0.3333333333333333
945	223	0.06666666666666667
2380	223	0.3333333333333333
3237	223	0.26666666666666666
125	224	0.3333333333333333
945	224	0.1111111111111111
1487	224	0.1111111111111111
3237	224	0.4444444444444444
