5636	31826
1674	53	0.2
5327	53	0.2
1101	54	0.25
2657	54	0.25
4335	54	0.25
4505	54	0.25
1182	55	0.6666666666666666
4406	55	0.3333333333333333
426	56	0.2
1141	56	0.1
5019	56	0.1
5026	56	0.6
323	58	0.09090909090909091
716	58	0.09090909090909091
1198	58	0.09090909090909091
1334	58	0.09090909090909091
2452	58	0.18181818181818182
2639	58	0.09090909090909091
3179	58	0.09090909090909091
3195	58	0.09090909090909091
4335	58	0.09090909090909091
4846	58	0.09090909090909091
365	59	0.045454545454545456
996	59	0.13636363636363635
1211	59	0.045454545454545456
1334	59	0.045454545454545456
1419	59	0.36363636363636365
1488	59	0.09090909090909091
2111	59	0.09090909090909091
2452	59	0.045454545454545456
3260	59	0.045454545454545456
3493	59	0.045454545454545456
5007	59	0.045454545454545456
275	60	0.2
1419	60	0.2
1448	60	0.2
2452	60	0.2
4107	60	0.2
933	61	0.3333333333333333
1765	61	0.3333333333333333
4335	61	0.3333333333333333
540	62	0.25
2426	62	0.25
4475	62	0.25
5342	62	0.25
2727	63	0.5
2829	63	0.5
1419	64	1.0
4167	65	0.2
5467	65	0.8
19	66	0.023809523809523808
282	66	0.023809523809523808
365	66	0.023809523809523808
469	66	0.047619047619047616
937	66	0.07142857142857142
1198	66	0.023809523809523808
1240	66	0.023809523809523808
1296	66	0.023809523809523808
1334	66	0.023809523809523808
1510	66	0.023809523809523808
1674	66	0.023809523809523808
1803	66	0.023809523809523808
2010	66	0.023809523809523808
2192	66	0.023809523809523808
2210	66	0.047619047619047616
2337	66	0.023809523809523808
2452	66	0.023809523809523808
2979	66	0.023809523809523808
3260	66	0.023809523809523808
3491	66	0.023809523809523808
3818	66	0.047619047619047616
3956	66	0.023809523809523808
3967	66	0.023809523809523808
4335	66	0.047619047619047616
4429	66	0.07142857142857142
4642	66	0.023809523809523808
4846	66	0.047619047619047616
4985	66	0.07142857142857142
5327	66	0.023809523809523808
5554	66	0.023809523809523808
5591	66	0.023809523809523808
327	67	0.125
1419	67	0.875
325	70	0.06666666666666667
365	70	0.13333333333333333
469	70	0.06666666666666667
920	70	0.06666666666666667
1011	70	0.06666666666666667
1419	70	0.2
2452	70	0.06666666666666667
2460	70	0.06666666666666667
4244	70	0.06666666666666667
4335	70	0.06666666666666667
4424	70	0.06666666666666667
5439	70	0.06666666666666667
2504	71	0.14285714285714285
3952	71	0.5714285714285714
3981	71	0.14285714285714285
4251	71	0.14285714285714285
282	72	0.3333333333333333
1674	72	0.3333333333333333
3179	72	0.3333333333333333
1240	73	0.2
4335	73	0.2
4429	73	0.2
4765	73	0.2
5543	73	0.2
19	74	0.2
1731	74	0.2
2267	74	0.2
2888	74	0.2
4244	74	0.2
1064	75	0.3333333333333333
1070	75	0.3333333333333333
1419	75	0.3333333333333333
469	77	0.09090909090909091
1198	77	0.09090909090909091
1240	77	0.09090909090909091
1334	77	0.09090909090909091
1352	77	0.09090909090909091
1674	77	0.09090909090909091
2657	77	0.09090909090909091
3818	77	0.09090909090909091
4163	77	0.09090909090909091
4765	77	0.09090909090909091
4933	77	0.09090909090909091
937	78	0.75
2221	78	0.25
365	79	0.25
2185	79	0.25
4244	79	0.25
4335	79	0.25
4545	80	1.0
617	81	0.4
3183	81	0.2
3958	81	0.2
4404	81	0.2
938	82	0.2
2052	82	0.2
2812	82	0.6
325	83	1.0
2944	84	1.0
365	85	0.058823529411764705
1131	85	0.058823529411764705
1205	85	0.058823529411764705
1334	85	0.058823529411764705
1419	85	0.058823529411764705
1507	85	0.11764705882352941
1548	85	0.058823529411764705
2382	85	0.058823529411764705
2431	85	0.058823529411764705
2452	85	0.058823529411764705
2888	85	0.058823529411764705
3396	85	0.058823529411764705
4179	85	0.058823529411764705
4335	85	0.058823529411764705
4424	85	0.11764705882352941
253	86	0.25
939	86	0.125
1419	86	0.125
1858	86	0.25
2979	86	0.125
4008	86	0.125
274	87	0.02702702702702703
282	87	0.02702702702702703
436	87	0.02702702702702703
794	87	0.02702702702702703
865	87	0.02702702702702703
997	87	0.02702702702702703
1064	87	0.02702702702702703
1236	87	0.02702702702702703
1334	87	0.05405405405405406
1352	87	0.05405405405405406
1419	87	0.02702702702702703
1507	87	0.02702702702702703
1674	87	0.02702702702702703
1731	87	0.02702702702702703
1803	87	0.02702702702702703
1858	87	0.02702702702702703
1915	87	0.02702702702702703
2165	87	0.02702702702702703
2210	87	0.05405405405405406
2241	87	0.02702702702702703
2639	87	0.02702702702702703
2998	87	0.02702702702702703
3348	87	0.02702702702702703
3415	87	0.02702702702702703
3509	87	0.02702702702702703
3674	87	0.02702702702702703
3761	87	0.02702702702702703
3818	87	0.02702702702702703
4184	87	0.02702702702702703
4255	87	0.02702702702702703
4335	87	0.02702702702702703
4757	87	0.02702702702702703
4933	87	0.02702702702702703
5591	87	0.02702702702702703
2233	88	1.0
2210	89	0.25
4335	89	0.75
2058	90	0.4
5154	90	0.6
249	91	0.6666666666666666
2697	91	0.08333333333333333
4304	91	0.08333333333333333
5467	91	0.16666666666666666
4241	92	1.0
123	93	0.18181818181818182
938	93	0.2727272727272727
1338	93	0.18181818181818182
2122	93	0.09090909090909091
3952	93	0.18181818181818182
5602	93	0.09090909090909091
1070	94	0.5714285714285714
1419	94	0.14285714285714285
1454	94	0.14285714285714285
1674	94	0.14285714285714285
3260	95	0.16666666666666666
3378	95	0.16666666666666666
4018	95	0.16666666666666666
4335	95	0.3333333333333333
5264	95	0.16666666666666666
2477	96	0.2
2534	96	0.6
5467	96	0.2
282	97	0.08333333333333333
1192	97	0.08333333333333333
1240	97	0.16666666666666666
1674	97	0.08333333333333333
1768	97	0.16666666666666666
3260	97	0.08333333333333333
3818	97	0.08333333333333333
4335	97	0.08333333333333333
4473	97	0.08333333333333333
4765	97	0.08333333333333333
716	98	0.5
4335	98	0.5
1070	99	0.16666666666666666
1171	99	0.3333333333333333
1731	99	0.16666666666666666
4642	99	0.16666666666666666
5516	99	0.16666666666666666
282	100	0.09090909090909091
836	100	0.09090909090909091
1163	100	0.09090909090909091
1369	100	0.09090909090909091
1735	100	0.18181818181818182
3260	100	0.09090909090909091
3808	100	0.09090909090909091
3818	100	0.09090909090909091
4522	100	0.09090909090909091
4987	100	0.09090909090909091
365	101	0.6
1674	101	0.2
2452	101	0.2
76	102	0.25
2366	102	0.25
3958	102	0.25
4457	102	0.25
1334	103	0.2
1858	103	0.2
4335	103	0.4
4429	103	0.2
306	104	1.0
34	105	0.25
383	105	0.25
2052	105	0.25
4262	105	0.125
4276	105	0.125
4457	106	1.0
135	107	0.04608294930875576
149	107	0.018433179723502304
291	107	0.027649769585253458
458	107	0.013824884792626729
955	107	0.018433179723502304
1007	107	0.004608294930875576
1590	107	0.03225806451612903
1692	107	0.004608294930875576
1707	107	0.059907834101382486
1744	107	0.004608294930875576
2533	107	0.009216589861751152
2655	107	0.013824884792626729
3173	107	0.03225806451612903
3394	107	0.013824884792626729
3416	107	0.004608294930875576
3429	107	0.009216589861751152
3581	107	0.1889400921658986
3730	107	0.009216589861751152
3825	107	0.004608294930875576
3831	107	0.02304147465437788
3853	107	0.004608294930875576
4090	107	0.03225806451612903
4194	107	0.004608294930875576
4273	107	0.07373271889400922
4278	107	0.013824884792626729
4344	107	0.018433179723502304
4520	107	0.02304147465437788
4748	107	0.013824884792626729
4889	107	0.013824884792626729
4949	107	0.009216589861751152
5115	107	0.05069124423963134
5155	107	0.004608294930875576
5170	107	0.013824884792626729
5171	107	0.009216589861751152
5196	107	0.04608294930875576
5197	107	0.009216589861751152
5198	107	0.013824884792626729
5199	107	0.018433179723502304
5201	107	0.04608294930875576
5203	107	0.013824884792626729
5210	107	0.004608294930875576
5559	107	0.02304147465437788
5474	108	1.0
325	109	0.3333333333333333
437	109	0.3333333333333333
4720	109	0.3333333333333333
365	110	0.25
1674	110	0.25
2307	110	0.25
5295	110	0.25
1419	111	1.0
286	112	0.3333333333333333
325	112	0.3333333333333333
1674	112	0.3333333333333333
1718	113	0.3333333333333333
4044	113	0.3333333333333333
4336	113	0.3333333333333333
1867	114	0.16666666666666666
2185	114	0.16666666666666666
4008	114	0.16666666666666666
4424	114	0.3333333333333333
4429	114	0.16666666666666666
177	115	0.02631578947368421
365	115	0.07894736842105263
946	115	0.02631578947368421
1047	115	0.02631578947368421
1131	115	0.02631578947368421
1285	115	0.02631578947368421
1352	115	0.02631578947368421
1419	115	0.02631578947368421
1507	115	0.02631578947368421
1674	115	0.05263157894736842
1731	115	0.02631578947368421
2185	115	0.05263157894736842
2210	115	0.02631578947368421
2241	115	0.02631578947368421
2431	115	0.02631578947368421
2482	115	0.02631578947368421
2510	115	0.02631578947368421
2520	115	0.10526315789473684
2639	115	0.02631578947368421
2807	115	0.02631578947368421
2950	115	0.02631578947368421
3580	115	0.02631578947368421
3818	115	0.02631578947368421
3967	115	0.02631578947368421
4244	115	0.02631578947368421
4642	115	0.02631578947368421
4720	115	0.02631578947368421
4846	115	0.02631578947368421
4882	115	0.02631578947368421
5591	115	0.05263157894736842
325	116	0.2
794	116	0.2
1419	116	0.4
4101	116	0.2
937	117	0.14285714285714285
1108	117	0.14285714285714285
1674	117	0.14285714285714285
2720	117	0.14285714285714285
4005	117	0.14285714285714285
5089	117	0.14285714285714285
5116	117	0.14285714285714285
1428	118	1.0
1296	119	0.2
2185	119	0.2
2452	119	0.2
3260	119	0.2
4335	119	0.2
1419	120	0.25
3818	120	0.25
4841	120	0.25
4933	120	0.25
1402	122	1.0
938	123	0.6666666666666666
1988	123	0.3333333333333333
1379	124	1.0
365	125	0.09090909090909091
1251	125	0.09090909090909091
1674	125	0.18181818181818182
1731	125	0.09090909090909091
2267	125	0.09090909090909091
3818	125	0.09090909090909091
5192	125	0.09090909090909091
5295	125	0.09090909090909091
5327	125	0.09090909090909091
5591	125	0.09090909090909091
1510	126	0.2
3339	126	0.4
4335	126	0.4
365	127	0.2
953	127	0.2
1369	127	0.2
3958	127	0.2
4366	127	0.2
365	128	0.1111111111111111
469	128	0.05555555555555555
631	128	0.05555555555555555
787	128	0.05555555555555555
937	128	0.05555555555555555
1510	128	0.05555555555555555
1674	128	0.2222222222222222
2185	128	0.05555555555555555
2520	128	0.05555555555555555
3339	128	0.05555555555555555
3491	128	0.05555555555555555
3818	128	0.05555555555555555
4335	128	0.05555555555555555
5485	128	0.05555555555555555
939	129	0.2
1419	129	0.4
2520	129	0.2
3541	129	0.2
1419	130	0.16666666666666666
1858	130	0.16666666666666666
2657	130	0.16666666666666666
3808	130	0.16666666666666666
4163	130	0.16666666666666666
4335	130	0.16666666666666666
348	131	0.4
1175	131	0.2
1406	131	0.2
3178	131	0.2
268	132	0.0625
306	132	0.125
617	132	0.0625
802	132	0.0625
953	132	0.0625
1662	132	0.0625
2382	132	0.0625
2719	132	0.0625
3946	132	0.125
3958	132	0.0625
4032	132	0.0625
4497	132	0.0625
4610	132	0.0625
4877	132	0.0625
4000	133	1.0
268	134	0.11764705882352941
876	134	0.058823529411764705
1240	134	0.058823529411764705
2950	134	0.058823529411764705
3640	134	0.11764705882352941
3956	134	0.23529411764705882
4335	134	0.29411764705882354
5267	134	0.058823529411764705
107	135	0.04
149	135	0.06666666666666667
291	135	0.06666666666666667
458	135	0.013333333333333334
1436	135	0.02666666666666667
1692	135	0.013333333333333334
1707	135	0.013333333333333334
1744	135	0.02666666666666667
2533	135	0.013333333333333334
2620	135	0.013333333333333334
2655	135	0.04
2962	135	0.013333333333333334
3173	135	0.013333333333333334
3416	135	0.013333333333333334
3453	135	0.013333333333333334
3581	135	0.16
3831	135	0.02666666666666667
4090	135	0.08
4273	135	0.013333333333333334
4278	135	0.013333333333333334
4297	135	0.02666666666666667
4344	135	0.013333333333333334
4520	135	0.02666666666666667
4748	135	0.02666666666666667
4889	135	0.04
4909	135	0.04
5115	135	0.10666666666666667
5198	135	0.013333333333333334
5559	135	0.02666666666666667
325	136	0.14285714285714285
1131	136	0.14285714285714285
1867	136	0.14285714285714285
2452	136	0.14285714285714285
3520	136	0.14285714285714285
4024	136	0.14285714285714285
5327	136	0.14285714285714285
440	138	0.7
769	138	0.1
811	138	0.03333333333333333
3646	138	0.16666666666666666
794	139	0.3333333333333333
1205	139	0.3333333333333333
5295	139	0.3333333333333333
4208	140	1.0
5585	141	1.0
282	142	0.041666666666666664
323	142	0.041666666666666664
365	142	0.20833333333333334
716	142	0.041666666666666664
794	142	0.041666666666666664
1011	142	0.041666666666666664
1197	142	0.041666666666666664
1507	142	0.041666666666666664
1674	142	0.041666666666666664
1803	142	0.08333333333333333
2210	142	0.041666666666666664
2267	142	0.041666666666666664
2639	142	0.041666666666666664
2950	142	0.041666666666666664
3509	142	0.041666666666666664
3880	142	0.041666666666666664
4882	142	0.041666666666666664
5192	142	0.041666666666666664
5327	142	0.041666666666666664
1419	143	0.5
4890	143	0.5
5327	144	1.0
602	145	0.09090909090909091
1147	145	0.09090909090909091
1402	145	0.09090909090909091
3374	145	0.09090909090909091
4293	145	0.09090909090909091
5026	145	0.09090909090909091
5135	145	0.36363636363636365
5342	145	0.09090909090909091
1419	146	0.5
5167	146	0.5
3768	148	1.0
107	149	0.038461538461538464
135	149	0.05128205128205128
291	149	0.0641025641025641
458	149	0.02564102564102564
955	149	0.02564102564102564
1436	149	0.01282051282051282
1707	149	0.038461538461538464
2655	149	0.02564102564102564
3173	149	0.0641025641025641
3416	149	0.01282051282051282
3429	149	0.02564102564102564
3581	149	0.15384615384615385
3707	149	0.01282051282051282
4194	149	0.01282051282051282
4344	149	0.02564102564102564
4909	149	0.01282051282051282
4949	149	0.01282051282051282
5115	149	0.1282051282051282
5170	149	0.01282051282051282
5196	149	0.05128205128205128
5198	149	0.05128205128205128
5201	149	0.08974358974358974
5203	149	0.038461538461538464
5559	149	0.01282051282051282
2165	150	1.0
1218	151	0.14285714285714285
1334	151	0.14285714285714285
1496	151	0.14285714285714285
1949	151	0.14285714285714285
2456	151	0.14285714285714285
2689	151	0.14285714285714285
2892	151	0.14285714285714285
1171	152	1.0
3931	153	1.0
219	154	0.05555555555555555
787	154	0.1111111111111111
1211	154	0.05555555555555555
1419	154	0.3333333333333333
1674	154	0.05555555555555555
2246	154	0.05555555555555555
2950	154	0.05555555555555555
3128	154	0.05555555555555555
3260	154	0.05555555555555555
3491	154	0.05555555555555555
4335	154	0.05555555555555555
4787	154	0.05555555555555555
5150	155	1.0
727	156	0.125
817	156	0.125
2452	156	0.125
2639	156	0.125
3260	156	0.125
3339	156	0.125
4149	156	0.125
4244	156	0.125
175	157	0.16666666666666666
2320	157	0.6666666666666666
2341	157	0.16666666666666666
22	159	0.2
2477	159	0.2
2530	159	0.2
3121	159	0.2
3517	159	0.2
787	160	0.1111111111111111
937	160	0.1111111111111111
1171	160	0.1111111111111111
1419	160	0.1111111111111111
1674	160	0.1111111111111111
4794	160	0.1111111111111111
5123	160	0.1111111111111111
5267	160	0.1111111111111111
5298	160	0.1111111111111111
1295	161	0.07692307692307693
1796	161	0.23076923076923078
2606	161	0.07692307692307693
3278	161	0.15384615384615385
3768	161	0.38461538461538464
3807	161	0.07692307692307693
706	162	0.25
1338	162	0.25
2713	162	0.5
19	163	0.08333333333333333
282	163	0.08333333333333333
1296	163	0.08333333333333333
1419	163	0.16666666666666666
1674	163	0.08333333333333333
3415	163	0.08333333333333333
4335	163	0.08333333333333333
4765	163	0.08333333333333333
5327	163	0.08333333333333333
5516	163	0.08333333333333333
5562	163	0.08333333333333333
1674	164	0.6666666666666666
3509	164	0.16666666666666666
5327	164	0.16666666666666666
1419	165	0.25
1721	165	0.25
3493	165	0.25
4335	165	0.25
1859	166	0.5
3101	166	0.16666666666666666
5226	166	0.16666666666666666
5588	166	0.16666666666666666
437	167	0.2
876	167	0.2
1197	167	0.2
2337	167	0.2
4429	167	0.2
836	168	0.2
1419	168	0.2
1674	168	0.2
5123	168	0.2
5267	168	0.2
365	169	1.0
1507	170	1.0
1419	171	0.5
2657	171	0.25
3260	171	0.25
365	172	0.10526315789473684
913	172	0.05263157894736842
920	172	0.05263157894736842
1011	172	0.05263157894736842
1242	172	0.10526315789473684
1296	172	0.05263157894736842
1352	172	0.05263157894736842
1473	172	0.05263157894736842
1507	172	0.05263157894736842
1803	172	0.05263157894736842
3415	172	0.05263157894736842
3486	172	0.05263157894736842
3967	172	0.10526315789473684
4335	172	0.10526315789473684
5473	172	0.05263157894736842
1419	173	1.0
634	174	0.0625
1609	174	0.0625
2477	174	0.0625
2534	174	0.25
3534	174	0.0625
4044	174	0.0625
4293	174	0.0625
4510	174	0.0625
5164	174	0.125
5194	174	0.0625
5226	174	0.0625
5588	174	0.0625
157	175	1.0
1240	176	0.09090909090909091
1251	176	0.09090909090909091
1334	176	0.18181818181818182
1740	176	0.09090909090909091
2010	176	0.09090909090909091
2267	176	0.09090909090909091
2950	176	0.09090909090909091
4335	176	0.18181818181818182
4846	176	0.09090909090909091
1240	177	0.2222222222222222
1285	177	0.1111111111111111
1731	177	0.1111111111111111
2382	177	0.1111111111111111
2735	177	0.1111111111111111
2943	177	0.1111111111111111
5327	177	0.2222222222222222
4077	178	0.8
4297	178	0.2
1419	179	0.7142857142857143
4335	179	0.14285714285714285
5167	179	0.14285714285714285
365	180	0.2
937	180	0.2
1419	180	0.2
4244	180	0.2
4846	180	0.2
3956	181	0.9411764705882353
5592	181	0.058823529411764705
1419	182	1.0
365	183	0.5
4335	183	0.5
705	184	0.2
1064	184	0.2
1674	184	0.2
2241	184	0.2
4335	184	0.2
365	185	0.2
1674	185	0.2
2493	185	0.2
4736	185	0.2
4933	185	0.2
365	186	0.09090909090909091
716	186	0.09090909090909091
794	186	0.09090909090909091
1803	186	0.09090909090909091
2066	186	0.09090909090909091
3818	186	0.18181818181818182
4882	186	0.09090909090909091
5295	186	0.09090909090909091
5327	186	0.09090909090909091
5591	186	0.09090909090909091
667	187	0.1
1120	187	0.1
1280	187	0.1
1337	187	0.1
1402	187	0.2
2659	187	0.2
3254	187	0.1
3841	187	0.1
1419	188	0.3333333333333333
2267	188	0.3333333333333333
4335	188	0.3333333333333333
325	189	0.02564102564102564
365	189	0.02564102564102564
716	189	0.02564102564102564
787	189	0.05128205128205128
1009	189	0.02564102564102564
1063	189	0.02564102564102564
1240	189	0.02564102564102564
1419	189	0.1282051282051282
1510	189	0.05128205128205128
1674	189	0.07692307692307693
1803	189	0.05128205128205128
2337	189	0.02564102564102564
2452	189	0.02564102564102564
2482	189	0.02564102564102564
2510	189	0.02564102564102564
2520	189	0.02564102564102564
2639	189	0.02564102564102564
2689	189	0.02564102564102564
2959	189	0.02564102564102564
3260	189	0.02564102564102564
3509	189	0.02564102564102564
3967	189	0.02564102564102564
4335	189	0.05128205128205128
4642	189	0.02564102564102564
4794	189	0.02564102564102564
4846	189	0.02564102564102564
5327	189	0.02564102564102564
5516	189	0.02564102564102564
5591	189	0.02564102564102564
282	190	0.07692307692307693
5327	190	0.9230769230769231
365	191	0.14285714285714285
1171	191	0.14285714285714285
1240	191	0.14285714285714285
2210	191	0.14285714285714285
4335	191	0.14285714285714285
4918	191	0.2857142857142857
1156	192	0.16666666666666666
2215	192	0.3333333333333333
2727	192	0.16666666666666666
3765	192	0.16666666666666666
3946	192	0.16666666666666666
716	193	0.2
4846	193	0.2
4882	193	0.4
5084	193	0.2
1419	194	0.8333333333333334
3427	194	0.08333333333333333
4163	194	0.08333333333333333
1998	195	1.0
5058	196	1.0
817	197	0.1
937	197	0.1
1171	197	0.1
1448	197	0.1
1491	197	0.1
1540	197	0.1
2979	197	0.1
3520	197	0.1
4184	197	0.1
5007	197	0.1
1334	198	0.25
1419	198	0.75
5058	200	1.0
1419	201	0.6666666666666666
3378	201	0.3333333333333333
716	202	0.16666666666666666
1205	202	0.16666666666666666
1419	202	0.16666666666666666
1867	202	0.16666666666666666
4335	202	0.16666666666666666
4765	202	0.16666666666666666
282	203	0.25
1674	203	0.5
4522	203	0.25
325	204	0.06666666666666667
365	204	0.06666666666666667
404	204	0.06666666666666667
469	204	0.13333333333333333
865	204	0.06666666666666667
1140	204	0.06666666666666667
1192	204	0.06666666666666667
1553	204	0.06666666666666667
2520	204	0.06666666666666667
4335	204	0.06666666666666667
4933	204	0.06666666666666667
5084	204	0.06666666666666667
5327	204	0.13333333333333333
615	205	0.25
1240	205	0.25
1735	205	0.25
5327	205	0.25
3469	206	0.5
4933	206	0.5
282	207	0.043478260869565216
1070	207	0.043478260869565216
1197	207	0.043478260869565216
1352	207	0.043478260869565216
1419	207	0.043478260869565216
1507	207	0.043478260869565216
1674	207	0.13043478260869565
2950	207	0.043478260869565216
3260	207	0.043478260869565216
3279	207	0.043478260869565216
4179	207	0.043478260869565216
4335	207	0.043478260869565216
4429	207	0.043478260869565216
4642	207	0.043478260869565216
4846	207	0.043478260869565216
4882	207	0.043478260869565216
4890	207	0.043478260869565216
4985	207	0.043478260869565216
5007	207	0.043478260869565216
5084	207	0.043478260869565216
5516	207	0.043478260869565216
1337	208	0.25
2477	208	0.25
2534	208	0.25
3739	208	0.25
291	209	0.1
3416	209	0.5
3581	209	0.4
1419	211	0.75
4841	211	0.25
1270	212	0.3333333333333333
1308	212	0.3333333333333333
1674	212	0.3333333333333333
4429	214	1.0
291	215	0.2
1744	215	0.4
3581	215	0.2
5199	215	0.2
705	216	0.2
836	216	0.2
1674	216	0.2
2070	216	0.2
3756	216	0.2
469	217	0.16666666666666666
631	217	0.05555555555555555
1009	217	0.05555555555555555
1510	217	0.05555555555555555
1803	217	0.05555555555555555
3128	217	0.05555555555555555
4335	217	0.05555555555555555
4846	217	0.05555555555555555
4890	217	0.05555555555555555
4918	217	0.05555555555555555
4985	217	0.05555555555555555
5320	217	0.05555555555555555
5327	217	0.2222222222222222
3765	218	0.5
4457	218	0.5
1070	220	0.3333333333333333
3260	220	0.3333333333333333
4335	220	0.3333333333333333
2382	221	0.2
2735	221	0.2
3260	221	0.2
3604	221	0.2
5485	221	0.2
937	222	0.2
1205	222	0.2
1803	222	0.4
2452	222	0.2
1317	224	1.0
306	225	1.0
5467	226	1.0
876	227	0.1
1334	227	0.1
1510	227	0.5
3674	227	0.1
3818	227	0.1
5591	227	0.1
1966	228	0.14285714285714285
2771	228	0.14285714285714285
3374	228	0.14285714285714285
3730	228	0.14285714285714285
4293	228	0.2857142857142857
5001	228	0.14285714285714285
1233	229	0.25
1915	229	0.25
3260	229	0.25
4787	229	0.25
787	230	0.14285714285714285
1858	230	0.14285714285714285
4107	230	0.14285714285714285
4429	230	0.5714285714285714
3571	231	1.0
705	232	0.09090909090909091
